ID,Username,CreateDate,Biased,Keyword,Text
1345807813952430081,retweetburner,2021-01-03 19:02:41+00:00,0,Israel,"@benabyad Meanwhile, Congress just allocated another $500 million for Israel (on top of the billions we have given them), while they have universal healthcare, and are on track to become the world's first fully-vaccinated country from Covid."
1256472948464062464,brookebay21,2020-05-02 06:37:49+00:00,0,Jews,"In response to my tweet earlier, someone highlighted Haredi Jews. How could I blame the government for that?\n\nD'uh. That's one of very many reasons why we needed to lock down much earlier and be absolutely clear on our messaging - with religious congregations not allowed."
1433539674782507010,Patriotsamo,2021-09-02 17:17:47+00:00,0,Israel,"It's in Canada's best interest to stand with our democratic ally Israel, and its right to exist -- and we don't care if that upsets you."
1487026637099126784,kbfausse,2022-01-28 11:35:52+00:00,0,Jews,Education isn’t memorizing that Hitler killed 6 million Jews. Education is understanding how millions of ordinary Germans were convinced that it was required. Real education is learning how to spot the signs of history repeating itself. We must never forget what hate does to us.
1265449823525797894,davidberens,2020-05-27 01:08:43+00:00,0,Israel,Israeli Tech Could Make N95 Facemasks Reusable | United with Israel https://t.co/vNtKHaUf5b
1091726080774422528,ClintWarren6,2019-02-02 15:52:35+00:00,0,Kikes,"“We got very difficult situation with Kikes. They think they can buy our people, land, faith, but this will not happen. These Jewish degenerates defamed our Jesus Christ”. Antisemitic rally took place in Uman. https://t.co/pKCFyZS3PW"
1313910795588300802,MrsBellaBritt,2020-10-07 18:35:19+00:00,0,Jews,"A picture that speaks more than a thousand words. The martyrdom of Polish Jews and Poles shown in one painting by David Olere, the man who survived the Sonderkommando. ""A Priest and a Rabbi"", 1946. https://t.co/qYYEMoCvg8"
1275875603720269824,shankyxyz,2020-06-24 19:37:03+00:00,0,Jews,"@Vidyachaudhary4 which part, the part where it advices you on how to beat your wife or what is the punishment for jews?"
1569824522521518081,InterwebRando,2022-09-13 23:05:06+00:00,0,Jews,"@NYCLU Attacking Jews for ""stealing education funds from blacks"" while ignoring the fact that NY spends astronomical sums of money per student compared to the rest of the country / world is beyond Nazi level anti-Semitism. #ADL #AntiSemitism #Democrats @ACLU"
1512099460691681284,hughfoy,2022-04-07 16:06:19+00:00,0,Israel,"""(Labour) Conference also notes the unequivocal 2021 reports by B’Tselem and Human Rights Watch that conclude unequivocally that Israel is practising the crime of apartheid as defined by the UN.""\n\n*That* is the position of the Labour Party.\nhttps://t.co/02PDQ0l3St https://t.co/uIVoXCJutl"
1558464100887322628,HughJaeger,2022-08-13 14:42:51+00:00,0,Jews,RT @TweetForTheMany: @JackEDeakin @Battlebridge_ @OwenJones84 Interesting that these right wing groups are on your case... you campaigned for MPs that aimed to get a Labour government with Jeremy as leader   these right wing groups are even beyond your own derangement   To say â€œreopen the gates of Auschwitzâ€ is so disrespectful to Jews. https://t.co/BlGVOyDGim
1624425033274920963,bsmarkone,2023-02-11 15:08:02+00:00,0,Israel,"The @UN has finally become a JOKE. They have gotten Roger Waters to try to turn everyone against Israel. @MrBean would have done a better job ffs. Human lives are on the line here, war is happening &amp; a clown enters the UN....WHAT A FKING JOKE IS WORLD POLITICS https://t.co/fHzpnLFgZ2"
1586452842063151104,fatimam99822782,2022-10-29 20:20:07+00:00,0,Israel,"RT @Faeze__Nazarii: @g_morkert But in this safe place, in Shahcheragh Shrine, the blood of the oppressed was shed by ISIS, which was created by America, Israel, and Saudi Arabia. https://t.co/WMr5oraJ5w"
1137614567067045889,IronHorseman101,2019-06-09 06:57:03+00:00,1,ZioNazi,Russia and China ties can only be strengthened since the US stabbed China in the back with a Trade War and Zionazi Naval Forces threatening China in the China Sea and Taiwan... https://t.co/iSMal8er76
1203555334805164033,LovinIntention,2019-12-08 06:02:07+00:00,1,ZioNazi,No illusion shall remain.\nIs this a clue to put the spotlight on our Dual ZioNaZi Congress who pledges allegiance to Moss@d ISrael Deep Swampy Crooks and Bl@ck NObility ???\nJust sayin  ✨🛡️😉 https://t.co/S3E3PG8eCu https://t.co/kLeV3nfGZ2 https://t.co/BUGA6ozjiO
1332050072360656898,KleinkTony,2020-11-26 19:54:20+00:00,0,Jews,26 November 1942 | A transport of 709 Jews deported from #Westerbork camp in the German-occupied Netherlands arrived at #Auschwitz. SS doctors sent 42 women to be registered in the camp. 667 people were murdered in a gas chamber.\n\nAmong them 11-year-old Joseph Karel Vos https://t.co/9lZU9jMlic
1541795259696431106,chosenone107,2022-06-28 14:46:49+00:00,0,Israel,RT @FotMob: Itâ€™s a big day at the #U19EURO Championships.   England play Italy in the first semi-final whilst France and Israel face-off in the second.   The play-off between Slovakia and Austria decides UEFAâ€™s last spot in next yearâ€™s U20 World Cup.  https://t.co/gNQNlyvn2r https://t.co/fTsk1bumQ5
1150737790986072065,schrocky6,2019-07-15 12:04:03+00:00,0,Jews,"“First they came for the socialists, and I did not speak out—because I was not a socialist...Then they came for the Jews, and I did not speak out—because I was not a Jew.Then they came for me—and there was no one left to speak for me.”—Martin Niemoller.\n\nhttps://t.co/ivTOf8lwy9"
1268497902667804675,arshadkhanjust1,2020-06-04 11:00:42+00:00,0,Jews,"@AlMonitor  Mahdi, Dujal, Yajoj &amp; Majoj are fabricated lies created by Christians &amp; Jews &amp; copied by Muslims. Allah appeared in Crawley Mosque, UK. Only Arshad Khan saw &amp; talked to Allah. Allah said go home wait for Message. (To prepare new World for Jesus) See photo of Allah https://t.co/x7rGz0mqbI"
1166831866852384769,gavinruul,2019-08-28 21:56:10+00:00,1,ZioNazi,@RaniaKhalek Zionazi terrorists
1247771004379643906,DrMikeH49,2020-04-08 06:19:24+00:00,0,Israel,"@GerrySimpsonHRW @hrw Israel isn�t occupying Gaza, and there�s no blockade on medical supplies. Nor is Israel responsible for Hamas� decision to prioritize terror tunnels and rockets over the health care system in Gaza."
1401548254899277829,MArizanti,2021-06-06 14:35:18+00:00,0,Jews,"RT @Lawwwen: Jews from Kurdistan called themselves Jews, they were Jews, identified as such. When they arrived in Israel, they adopted �kur�"
1227982567250378753,zqays3,2020-02-13 15:47:13+00:00,1,ZioNazi,"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U"
1217531422866464768,no_silenced,2020-01-15 19:38:06+00:00,0,Israel,BREAKING:  Israel strikes terror targets in the Gaza Strip as a response to rockets fired this past week at civilian areas.   #FreeGazaFromHamas https://t.co/msnIbtFmqB
1366563046496288771,chitownhustler,2021-03-02 01:36:34+00:00,0,Jews,"@FlyFrontier Your actions conflict with eye witness accounts. Could you explain, please? https://t.co/ev3nUgEDTD"
1145672625768656897,NEWZWARZ,2019-07-01 12:36:54+00:00,1,ZioNazi,The so called Bahrain conference &amp; Jared 666 Kushner's 'peace' plan was just a smoke screen for this zionazi terror� https://t.co/mMWDFOc9Fi
1191812021605601280,AnahitaAredvi,2019-11-05 20:18:23+00:00,1,ZioNazi,@morgenthau12 @AvivIbnKurnik @talkestani @YourFriendZippy So you are very unpopular. Good to see a zioNazi with acc� https://t.co/lPK5ANTVbZ
1270803144147075075,zaakiyhwh,2020-06-10 19:40:54+00:00,1,Jews,"YHWH is the GREATEST, prophecy fulfilled bring them out!!\n Esau/Edomites/Jews/The Real Goyim/Robbers/Imposters/The Orginal Bullies just to name a few vile things...🤓 https://t.co/MofCfo4mDn"
1257156455171452929,lotusgdess,2020-05-04 03:53:50+00:00,0,Jews,"Trump: I'm treated worse than Lincoln, worse than Jews at the holocaust, worse than Jesus on the cross, worse than slaves on plantations, 😭👶😭👶😭pity me everybody, poor, poor pitiful me."
1546914328372252673,ToluTeee,2022-07-12 17:48:10+00:00,0,Israel,@Mastermind1808 @Abigail__Israel Lmfao ðŸ˜‚ ðŸ˜‚   She don make am already. Putting it on next Thursday
1555438796052758528,SoobNingdungie,2022-08-05 06:21:22+00:00,0,Jews,"RT @jewishsharks: tw // n@zis, antisemitism, and SA  ðŸ§µ on whatâ€™s happening rn in the jewish community ~ non jews retweet and spread !! @/zojacobi on tiktok posted more about this go check it out !"
1284662658864734208,winson_alx,2020-07-19 01:33:40+00:00,0,Israel,"Israel ""The Last Stylebender"" Adesanya set to defend his Middleweight title against Paulo ""Borrachinha"" Costa, at UFC 253 on September 9th. Who you got?! https://t.co/SK1IS5bhs6"
1266415205006880771,soitiz,2020-05-29 17:04:48+00:00,0,Israel,Israel arrests imam of #AlAqsa Mosque as Palestinians run out of patience with coronavirus closure - https://t.co/mxfey4ALfh on @The_newarab #Palestine https://t.co/BRsrybNQ41
1211373292889743360,ItaloSuave,2019-12-29 19:47:53+00:00,1,ZioNazi,"Tell me again how Judaism is not ZioNazism.  ""It's an evil society. Carpet bomb the lot of them.""  Rabbi David Bar-Hayim  https://t.co/h6tbHGb7pC"
1107467926133723137,ruskhat,2019-03-18 02:25:04+00:00,0,Jews,German Jews for Palestinian rights receive a peace prize– and are dismissed as ‘the wrong kind of Jews’ https://t.co/FOTpviJead
1519722117499129856,Rubabzainabi,2022-04-28 16:56:02+00:00,1,Israel,"The oppressed people of Palestine, Afghanistan &amp; throughout the world should know that the US, UK &amp; Israeli criminals have no real power.\n@PanahianEN\nLiberation of AlQuds\nNever Recognize israel\n#AlQudsDay2022 https://t.co/wws5yjkqPc"
1163201329763946497,yochanancenter,2019-08-18 21:29:42+00:00,0,Jews,"I love the way that Jews practicing their religion at their most Holy site *forced* people to massacre them. It's almost like violent antisemitism preceded the establishment of Israel, let alone the Occupation or settlements. Almost like it might be the cause of issues... 🤔 https://t.co/EVHbgbgcmn"
1292810973074591747,Charles68431225,2020-08-10 13:12:09+00:00,0,Israel,"Israel distributes illegal ""orders"" to seize acres of privately-owned Palestinian farm land from residents in Rafat village in Salfit #BDS https://t.co/cp6cJW9AS7"
1610984301839142920,franyjacobsjoor,2023-01-05 12:59:22+00:00,0,Israel,Kanye: â€œI like Hitlerâ€\nJenna Ortega: â€œPalestinians deserve to liveâ€ \n\nThe Times of Israel: https://t.co/CQDVPPST4Y
1590911208206524416,DickandSharon,2022-11-11 03:36:04+00:00,0,Israel,"#RT @vijayprashad: RT @LockheedMartini: We will begin halting all weapons sales to Saudi Arabia, Israel, and the United States until further investigation into their record of human rights abuses. #WeAreLM https://t.co/hd2YXkGxiH"
1190506673670098944,Nowreally1,2019-11-02 05:51:24+00:00,0,Jews,my heart aches for British Jews and I wish there was more I could do to combat labour�s institutionalized antisemit� https://t.co/I2nKzbdOYE
1435977259140091904,helen_it,2021-09-09 10:43:52+00:00,0,Israel,"@QhotelsU @billbowtell @margaretthrosby @abc730 A small elephant weighs less than a large one AND, is still a very large animal. So, too, are deaths &amp; hospitalisations that are fewer than in an unvaxed area, still FAR too many. It should be a hint of severity to Qnut that Israel started giving boosters when they saw the stats."
1297604360843571200,byronbwarming,2020-08-23 18:39:22+00:00,0,Israel,"1. Israeli war crimes, a thread:\n\nSix years ago, Israel halted its 7-week aerial bombardment and ground invasion of the Gaza Strip.\n\n2,200 Palestinians were killed\n70% of them were civilians\n25% of them were children\n1000 kids were left permanently disabled\n\n#StopArmingIsrael https://t.co/ZVBXw7Ctcx"
1217914471005544450,nlygo,2020-01-16 21:00:12+00:00,0,Israel,Unbelievable. At Tower Hamlets. Once again anti-Israel Corbynites are attacking the definition of #antisemitism. They just want the right to hate Jews and are unhappy the council disagree with them. Expect trouble this evening. https://t.co/00sd3fxfJb
1268883454399315968,GraytommyKent,2020-06-05 12:32:44+00:00,0,Jews,white Jews are not exempt from being racist ...  https://t.co/5r5H4HPzhA
1255564005860610049,GnasherJew,2020-04-29 18:26:00+00:00,0,ZioNazi,"'zionists', 'zios', 'zionazis', '(((them))), and now 'gnasher scum' and its variations. All used as substitute words for Jews and our allies https://t.co/28af7bGWin"
1278688406307065856,aztcfg,2020-07-02 13:54:07+00:00,1,Israel,@theshiathinker Sound like a good trade. All muslims out of Europe and into Israel. Perfect plan
1289269403540848640,cursedsalad,2020-07-31 18:39:13+00:00,1,Jews,Epstein/Maxwell victims have implicated many Jews in the unsealed court documents:  Jean Luc Brunel Stephen Kaufman ? Prince Andrew Leslie Wexner ? Ehud Barak ? George Mitchell Alan Dershowitz ? Bill Richardson Glenn Dubin ? Marvin Minsky ? Bill Clinton Thomas Pritzker ? https://t.co/jbpKoIdgVI
1299721410621984769,rmck2bbc,2020-08-29 14:51:46+00:00,0,Jews,"In 1348, Pope Clementine issued two papal bulls cautioning that Jews couldn't be the cause of the Black Death, because there was no pattern linking Jewish habitation and plague\n\nNobody cared\n\nToday, nobody cares that there is zero link between lockdowns and COVID-19 deaths"
1324286717671706632,peterupojo,2020-11-05 09:45:32+00:00,0,Israel,"I support Israel's right to exist and am generally well informed on issues in Israel - but I'm yet to come in contact with a single Israeli with any passion for Nigeria or Nigeria's challenges.\n\nShould I be in the business of ""loving others more than I love myself""?"
1215018103622365184,IgG1purifier,2020-01-08 21:11:04+00:00,0,Israel,"BREAKING: Ilhan “Israel hypnotizes the world” Omar admits that when she seeks sanctions against Israel it’s really “economic warfare.”\n\nIlhan, your antisemitism is showing. https://t.co/og37ZcTGyw"
1329677546707841024,JamiePa18111855,2020-11-20 06:46:46+00:00,0,Jews,"@CarterEFisher3 @SockAteMyDog @johnjohnword @Destronoma @GavinNewsom Tell that to the Jews during the Holocaust. Same plan, just a different look so it isn’t obvious."
1470471673681960971,BriKi,2021-12-13 19:12:21+00:00,0,Jews,The greatest book on the Holocaust is the 3 part Destruction of the European Jews by Raul Hillberg\n\nThe best documentary is this 8 parter with same name \n\nNext time #antivaxxer tells you taking a vax or wearing mask is like #holocaust point them to these\n\nhttps://t.co/MHevxVsZZl
1583040934916157442,TexasFreedom,2022-10-20 10:22:25+00:00,0,Jews,RT @MrAndyNgo: â€œI hope Ben gets gassed first.â€  Left-wing YouTube star Ethan Klein (@h3h3productions) muses about another holocaust against the Jews and says he hopes @benshapiro is killed first. https://t.co/lrFSvg7aiM
1457925695460552709,DanielsenSteven,2021-11-08 23:19:07+00:00,0,Israel,"to the names of the children of Israel, twelve, according to their names, like the engravings of a signet, every one with his name, according to the twelve tribes."
1515270491614892032,FRANCES41453148,2022-04-16 10:06:52+00:00,0,Israel,"Recent Israeli-Palestinian violence has been centered on Jenin, a refugee camp in the occupied West Bank. The Palestinian who killed three Israelis in Tel Aviv last week was from the camp, a bastion of armed struggle against Israeli rule. By @josephkrauss https://t.co/ylLWgheNhy"
1392338558153682956,RiyaxJ,2021-05-12 04:39:15+00:00,0,Israel,"RT @RepJayapal: Year after year, we've seen creeping de facto annexation by Israel that's led to further violence &amp; violations of Palestiniansâ€™ human rights.  I was there in 2018 when bulldozers first arrived at Khan al-Ahmar. This isn't new. It is ramping up. And it must be stopped."
1579038623357206534,TamoorT,2022-10-09 09:18:39+00:00,0,Israel,"RT @BuryCouncil: The Festival of Sukkos, which takes place from 9-16 October celebrates the gathering of the harvest and commemorates the protection G d provided for the children of Israel when they left Egypt. #InclusiveBury https://t.co/mox6WzOCBi"
1374391425010343946,DewayneMizell,2021-03-23 16:03:45+00:00,0,Jews,"@CanuckLiz @MattWalshBlog What systems are you referring to? MSM? Louis Farrakhan? The DNC? Which has touted separation of people by race, color &amp; national origin since 1817? The DNC. Who foments hatred against Jews &amp; white people? Louis Farrakhan. Who continues racial separation? MSM."
1555615924769759234,xsyntryk1,2022-08-05 18:05:13+00:00,0,Jews,"RT @jennycohn1: The same type of horrific messaging - calling Jews â€œgroomersâ€â€” recently appeared on a sign held by a colleague of Jacob Engels, Roger Stoneâ€™s longtime assistant, in a tiny event they staged in Florida. @ADL 1/ https://t.co/xpI1vmugu0"
1383778803722244097,RealzTenisFanz,2021-04-18 13:45:50+00:00,0,Jews,"""We cannot ignore the long history of hate violence against Sikhs in this country. FBI hate crime data shows Sikhs to be one of the most commonly targeted religious groups -- behind Jews and Muslims -- in modern America."" - @simran\nhttps://t.co/nvvxG0bGvp"
1506997775468154882,ignisfatuus1110,2022-03-24 14:14:02+00:00,0,Jews,"Fundamental logical fallacy - If we believe that #SanatanaDharma evolved out of the Vedas, Upanishads, Purans et al &amp; India was the seat of all of it then we shd be a Hindu nation. But we aren't, #Nepal is. Jews, Christians, Muslims,Buddhists, Parsis all hv a home turf! We hv ""0"""
1306526083441926144,Atamansikka,2020-09-17 09:31:07+00:00,0,Jews,"@mfa_russia @PolandMFA @LithuaniaMFA @LinkeviciusL @rusemb_pl @RussianEmbassy @AmbRusFrance @RussianEmbassyC @georgegalloway @ValLisitsa @Dpol_un Facts: you invaded, raped and pillaged Poland. Occupied it, terrorized population, murdered people, deported Jews to German occupied zones. All in accordance with Molotov- Ribbentrop secret protocol.  That’s the #TruthAboutWW2 and history of #RussianCrimes You’re guilty."
1295514443187658752,Amit76385988,2020-08-18 00:14:47+00:00,0,Jews,"Dear Jews , we Hindus are your fiercest allies but you need to educate jewish communities about hindus - Kreately #RePost https://t.co/RKxgmyMyE7"
1514945318361735172,thumperward,2022-04-15 12:34:44+00:00,1,Israel,"Anyone wondering what Israel’s endgame is should look at the last few days in which it has killed 14 Palestinians, sown chaos across the West Bank, and wounded dozens of worshipers during Ramadan. This is an apartheid regime by choice, and the goal is to preserve it at all costs."
1255345867244126208,MannyLinares3,2020-04-29 03:59:12+00:00,0,Jews,RT @ali: Jews should fight back against the Communist Mayor! Dare the police to arrest all of you. Sabbath it up! Damn the mayor to hell!
1235170253749080065,DannyPevoto,2020-03-04 11:48:31+00:00,0,Israel,IDF soldiers across Israel took a break from their exercises�to exercise their right to vote! #IsraElex2020 ?? https://t.co/kg4HutSjFN
1337479379543355392,MatthewVarnas,2020-12-11 19:28:27+00:00,0,Jews,"That's My Boy! Adam Fricking Sandler, The King of Jews! https://t.co/Uc0pz1BdgZ"
1234727115041517569,dbochemwlf,2020-03-03 06:27:39+00:00,0,Israel,@mrbesseder @BDS_Australia Hey hey bibi win... and viva bib am israel hai
1306301678413590530,Paul_Rottenberg,2020-09-16 18:39:24+00:00,0,Jews,"In the national survey, 63 percent of US adults between 18 and 39 years old did not know that 6 million Jews were killed during the Holocaust. https://t.co/HbmMbTU3oy"
1181639591624769536,Sonichu_GFE,2019-10-08 18:36:47+00:00,1,Kikes,"@Sebasti32122127 @StopJewishHate gotta send all the crypto kikes and christian-zionists also, yes then nuke it."
1327326902286123008,Coach_Chaparro,2020-11-13 19:06:08+00:00,0,Israel,Texas Travelers’ Israel Godina (@Israel_Godina27) starting the game out hot with 6K through 4 IP.\n\nSocorro (TX) 2022 #uncommitted https://t.co/5IOVwTAlCG
1439609840746303496,aivazovski_art,2021-09-19 15:18:27+00:00,0,Jews,"Passage of the Jews through the Red Sea, 1891 #ivanaivazovsky #romanticism https://t.co/NAOMauIGuG"
1468537711136940034,Mal_DuBois,2021-12-08 11:07:29+00:00,0,Jews,"@Gidon_Barak @BBCNews Or, BBC, stop demonising Jews for being attacked by Arabs, okay? What should you do? Inquire of @pritipatel how the police investigation into the thugs who threatened Jewish children is going?"
1640574274309177351,1WhiteRabbitt,2023-03-28 04:39:22+00:00,0,Israel,â€œThe political explosion in Israel is another expression of a widening global revolutionary crisis of capitalism.â€ \nhttps://t.co/rOo2kSIdRI
1524060037848743936,AlonUshpiz,2022-05-10 16:13:23+00:00,0,Israel,"A great meeting with my colleague Amb Themistoklis Demiris SG of @GreeceMFAðŸ‡¬ðŸ‡·. We spoke of regional developments and sectors of bilateral cooperation, including energy. We also discussed ways to further enhance Israel and Greeceâ€™s ðŸ‡®ðŸ‡±ðŸ‡¬ðŸ‡· excellent relations. Thanks for hosting. https://t.co/cotGO41mdJ"
1345037630271053824,danwolf01,2021-01-01 16:02:15+00:00,0,Israel,"Israel will likely have vaccinated most of its truly vulnerable population within a week or so. It’s taken no breaks, not even for Shabbat - rabbis blessed round-the-clock vaccination because it’s a life-saving activity. https://t.co/YDL9weP70u"
1298685736267460608,chezzy51,2020-08-26 18:16:22+00:00,0,Israel,Question: \n@UKLabour\nWhen will you make your statement about Israel bombing Palestine for 11 consecutive days?
1330784186592944129,DanJ30617869,2020-11-23 08:04:09+00:00,1,Israel,"@Shenaz10 as the people that own the us, uk, france, also own israel and i'm clearly not talking about presidents here"
1474799710984626183,Waters102,2021-12-25 12:50:26+00:00,0,Israel,"The Qur’an on Jesus Christ: •Requires Muslims accept Jesus as an Article of Faith •He was sent to the Tribes of Israel •He was Messiah, born of Virgin Mary, &amp; was sinless •Prophecies his 2nd coming •Names Chapter 19 after Mary  Our faiths have more in common than many think!"
1217829485195776000,unicorn__sauce,2020-01-16 15:22:30+00:00,0,Jews,"@Lampshadeiguess @manufacturables How about that time he paid people to hold up a sign that read ""death to all Jews"""
1555424371111370757,Suchetha_Pai,2022-08-05 05:24:03+00:00,0,Jews,"RT @SwarajyaMag: At 7 PM:  ""Catholic Church has apologised to Canadians, Jews, Rwandans, South Americans; Why not India?"", asks Shefali Vaidya.   Watch: https://t.co/ulMSi9optM  #Proselytism #PopeFrancis #AntiConversionLaw #GoanInquisition  @ShefVaidya @sharansetty2 https://t.co/yMPx6c0PGs"
1249090982211129348,20Aristotle,2020-04-11 21:44:31+00:00,0,Jews,"@TravisAllen02 @RepThomasMassie Lock who up, the Jews or the Christians?"
1546079910720061440,onlineCollabor,2022-07-10 10:32:30+00:00,0,Jews,"RT @MZANSIISRAEL: Did you know that #Israel has Arabs, Jews and even Ethiopian Jews who serve in the Parliament? Itâ€™s time to speak the truth about Israel ðŸ‡®ðŸ‡± https://t.co/njSlB6oSUv"
1257351837180715009,3880john,2020-05-04 16:50:13+00:00,0,Jews,"@janicki_sean @freidablancha12 There are Jews today with a ""number"" tattooed to their arms, is that what you want #BillGates , people with your number tattooed to their arm 50 years from now.  Not me asshat."
1086083179927072770,pratapsodhia,2019-01-18 02:09:43+00:00,0,Jews,36/n Ahem! So please explain how being inspired from Hitler’s treatment of Jews did they kill Muslims in Gas Chambers? Rather I heard about ‘Direct Action’ in Bengal by Muslim league in which mass rapes &amp; murders happened. https://t.co/sE7afSX590
1286033889669140480,JosMirek,2020-07-22 20:22:27+00:00,1,Jews,"The ongoing protests by Israeli Jews against Netanyahu, are a reflection of Jewish values. Those  who conflate the Jewish faith should watch these protests, and understand that the Israeli appartheid , racist regime is not conducive with the Jewish faith."
1123871012746092545,Barbareebob,2019-05-02 08:45:04+00:00,0,Jews,Israelis and Jews worldwide commemorate Yom HaShoah. Israelis and Jewish communities to remember victims of the Hol� https://t.co/AlGuV3UNj7
